"","sign_p.value","effect_size","p.adjust","enrich","tax","group","enrich2"
"WuH_2017_Metformin_D120.Prevotella_copri_clade_C",0.0734508612828445,-0.391,0.275679206633014,"none","Prevotella_copri_clade_C","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Pseudoflavonifractor_gallinarum",0.663946721884087,-0.0947,0.834263489671744,"none","Pseudoflavonifractor_gallinarum","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Rheinheimera_SGB14999",0.434186879558406,-0.171,0.663915387261266,"none","Rheinheimera_SGB14999","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Romboutsia_timonensis",0.000796197768463625,0.731,0.05215031787367,"none","Romboutsia_timonensis","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.Roseburia_faecis",0.930755669490644,0.019,0.978139594482895,"none","Roseburia_faecis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Roseburia_hominis",0.986134401819801,0.0038,0.986134401819801,"none","Roseburia_hominis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Roseburia_intestinalis",0.0581862724798512,0.412,0.250982578308612,"none","Roseburia_intestinalis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Roseburia_inulinivorans",0.414040003424233,-0.178,0.636476388242571,"none","Roseburia_inulinivorans","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Roseburia_sp_AF02_12",0.767657761753068,-0.0644,0.909233988305888,"none","Roseburia_sp_AF02_12","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Roseburia_sp_AM16_25",0.106044438466271,-0.354,0.356358636241305,"none","Roseburia_sp_AM16_25","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Rothia_mucilaginosa",0.00572318650007024,-0.602,0.157082498248321,"none","Rothia_mucilaginosa","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.Ruminococcaceae_bacterium_AM28_23LB",0.47613551179087,-0.156,0.684592850286376,"none","Ruminococcaceae_bacterium_AM28_23LB","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_bicirculans",0.821259967332356,-0.0493,0.941841787932741,"none","Ruminococcus_bicirculans","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_bromii",0.986134401819801,-0.0038,0.986134401819801,"none","Ruminococcus_bromii","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_callidus",0.930755669490644,-0.019,0.978139594482895,"none","Ruminococcus_callidus","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_gnavus",0.476135511790871,0.156,0.684592850286376,"none","Ruminococcus_gnavus","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_lactaris",0.321884345368787,0.216,0.560389010913129,"none","Ruminococcus_lactaris","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_SGB4421",0.0581862724798513,-0.412,0.250982578308612,"none","Ruminococcus_SGB4421","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_sp_AF13_28",0.0680347448943781,-0.397,0.269343031157196,"none","Ruminococcus_sp_AF13_28","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_sp_BSD2780120874_150323_B10",0.663946721884087,-0.0947,0.834263489671744,"none","Ruminococcus_sp_BSD2780120874_150323_B10","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_sp_NSJ_13",0.875710308642765,-0.034,0.965955264113584,"none","Ruminococcus_sp_NSJ_13","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Ruminococcus_torques",0.00130406982089385,-0.703,0.0628126963730537,"none","Ruminococcus_torques","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.Ruthenibacterium_lactatiformans",0.169774987880332,0.299,0.395685254011419,"none","Ruthenibacterium_lactatiformans","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Streptococcus_australis",0.204564415691756,-0.277,0.441187433842667,"none","Streptococcus_australis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Streptococcus_gordonii",0.0298290379406944,-0.474,0.219907104493233,"none","Streptococcus_gordonii","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.Streptococcus_mitis",0.113769910882606,-0.345,0.365327824945257,"none","Streptococcus_mitis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Streptococcus_parasanguinis",0.0325495894779401,-0.467,0.219907104493233,"none","Streptococcus_parasanguinis","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.Streptococcus_rubneri",0.0273063213278896,-0.482,0.219907104493233,"none","Streptococcus_rubneri","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.Streptococcus_salivarius",0.139622000665489,-0.323,0.377109889647911,"none","Streptococcus_salivarius","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Streptococcus_SGB14888",0.230473931170475,-0.262,0.456212096631968,"none","Streptococcus_SGB14888","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Streptococcus_vestibularis",0.0734508612828445,-0.391,0.275679206633014,"none","Streptococcus_vestibularis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Sutterella_wadsworthensis",0.121931882252568,-0.338,0.370929620747287,"none","Sutterella_wadsworthensis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.TM7_phylum_sp_oral_taxon_348",0.0456554542200483,-0.436,0.219907104493233,"none","TM7_phylum_sp_oral_taxon_348","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D120.TM7_phylum_sp_oral_taxon_352",0.121931882252568,-0.338,0.370929620747287,"none","TM7_phylum_sp_oral_taxon_352","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Turicibacter_bilis",0.638906477244207,-0.102,0.809841982120947,"none","Turicibacter_bilis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Tyzzerella_nexilis",0.149177589062844,-0.314,0.381524984417362,"none","Tyzzerella_nexilis","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Veillonella_atypica",0.149177589062844,-0.314,0.381524984417362,"none","Veillonella_atypica","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Veillonella_dispar",0.375445074729385,-0.193,0.58335283116555,"none","Veillonella_dispar","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Veillonella_parvula",0.715144755176674,0.0796,0.86839005985739,"none","Veillonella_parvula","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Veillonella_rogosae",0.204564415691756,-0.277,0.441187433842667,"none","Veillonella_rogosae","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Vescimonas_coprocola",0.566305370256985,0.125,0.76121977676404,"none","Vescimonas_coprocola","WuH_2017_Metformin_D120","None"
"WuH_2017_Metformin_D120.Waltera_intestinalis",0.0386324847556045,0.452,0.219907104493233,"none","Waltera_intestinalis","WuH_2017_Metformin_D120","P<=0.05"
"WuH_2017_Metformin_D60.Actinomyces_sp_ICM47",0.295877522669638,-0.235,0.537789962588211,"none","Actinomyces_sp_ICM47","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Adlercreutzia_equolifaciens",0.681322326150025,-0.0919,0.841462189134005,"none","Adlercreutzia_equolifaciens","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Agathobaculum_butyriciproducens",0.00089180269696214,-0.742,0.0859103264740195,"none","Agathobaculum_butyriciproducens","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Akkermansia_muciniphila",0.191333836869552,-0.293,0.445931281091134,"none","Akkermansia_muciniphila","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_communis",0.0168809320876284,0.534,0.219758299068038,"none","Alistipes_communis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Alistipes_finegoldii",0.178956113198432,-0.3,0.43829081961311,"none","Alistipes_finegoldii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_ihumii",0.411464740440094,-0.184,0.632517606314825,"none","Alistipes_ihumii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_indistinctus",0.627446033321501,0.108,0.820506351266579,"none","Alistipes_indistinctus","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_onderdonkii",0.135356900102109,-0.333,0.395132768984944,"none","Alistipes_onderdonkii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_putredinis",0.156003575966109,0.318,0.421355452843042,"none","Alistipes_putredinis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_senegalensis",0.681322326150025,-0.0919,0.841462189134005,"none","Alistipes_senegalensis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_shahii",0.145399775065086,0.326,0.411966029351076,"none","Alistipes_shahii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Alistipes_sp_AF17_16",0.313463064934746,0.226,0.539231105750843,"none","Alistipes_sp_AF17_16","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Allisonella_histaminiformans",0.027621013367531,-0.492,0.234778613624014,"none","Allisonella_histaminiformans","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Anaerobutyricum_hallii",0.00896759945519458,-0.584,0.198674978365669,"none","Anaerobutyricum_hallii","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Anaerobutyricum_soehngenii",0.00359182157402921,-0.651,0.173006072482407,"none","Anaerobutyricum_soehngenii","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Anaerosacchariphilus_sp_NSJ_68",0.765198444497188,0.0669,0.884569401838749,"none","Anaerosacchariphilus_sp_NSJ_68","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Anaerostipes_hadrus",0.156003575966109,-0.318,0.421355452843042,"none","Anaerostipes_hadrus","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Anaerotignum_faecicola",0.681322326150025,0.0919,0.841462189134005,"none","Anaerotignum_faecicola","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Anaerotruncus_colihominis",0.0168809320876284,-0.534,0.219758299068038,"none","Anaerotruncus_colihominis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Anaerotruncus_rubiinfantis",0.455272809915434,0.167,0.685280427424794,"none","Anaerotruncus_rubiinfantis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_caccae",0.681322326150025,-0.0919,0.841462189134005,"none","Bacteroides_caccae","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_cellulosilyticus",0.10045796448967,-0.367,0.364364292537088,"none","Bacteroides_cellulosilyticus","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_clarus",0.217957265588241,-0.275,0.470072013097028,"none","Bacteroides_clarus","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_eggerthii",0.052222042386615,-0.434,0.321110005313441,"none","Bacteroides_eggerthii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_faecis",0.0929631267124862,-0.376,0.364364292537088,"none","Bacteroides_faecis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_finegoldii",0.35065645390284,0.209,0.585778700450409,"none","Bacteroides_finegoldii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_fragilis",0.0400437980722423,-0.458,0.289316441071951,"none","Bacteroides_fragilis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Bacteroides_intestinalis",0.851924594814642,0.0418,0.922120628844313,"none","Bacteroides_intestinalis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_nordii",0.970219757029658,-0.00834,0.980396887348151,"none","Bacteroides_nordii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_ovatus",0.156003575966109,-0.318,0.421355452843042,"none","Bacteroides_ovatus","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_salyersiae",0.708905309475364,0.0834,0.864445714929874,"none","Bacteroides_salyersiae","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_sp_AM10_21B",0.073138069171027,-0.4,0.352281699840446,"none","Bacteroides_sp_AM10_21B","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_stercoris",0.88129270865396,-0.0333,0.932943563373606,"none","Bacteroides_stercoris","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_thetaiotaomicron",0.0929631267124862,-0.376,0.364364292537088,"none","Bacteroides_thetaiotaomicron","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bacteroides_uniformis",0.0365612891685472,-0.467,0.285573312694869,"none","Bacteroides_uniformis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Bacteroides_xylanisolvens",1,0,1,"none","Bacteroides_xylanisolvens","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Barnesiella_intestinihominis",0.00642460262896716,0.61,0.18887906046432,"none","Barnesiella_intestinihominis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Bifidobacterium_adolescentis",0.0071891683913754,0.602,0.18887906046432,"none","Bifidobacterium_adolescentis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Bifidobacterium_longum",0.0673545569860112,0.409,0.33561149946478,"none","Bifidobacterium_longum","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bifidobacterium_pseudocatenulatum",0.411464740440094,-0.184,0.632517606314825,"none","Bifidobacterium_pseudocatenulatum","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bilophila_SGB15451",0.0206334351059496,-0.517,0.219758299068038,"none","Bilophila_SGB15451","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Bilophila_wadsworthia",0.50159130162695,-0.15,0.732120637223175,"none","Bilophila_wadsworthia","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Bittarella_massiliensis",0.052222042386615,-0.434,0.321110005313441,"none","Bittarella_massiliensis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_caecimuris",0.125858524739317,-0.342,0.391108748921104,"none","Blautia_caecimuris","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_faecicola",0.525653198176486,-0.142,0.759568871365022,"none","Blautia_faecicola","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_faecis",0.575486228136496,-0.125,0.78450716948796,"none","Blautia_faecis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_glucerasea",0.108426744492006,-0.36,0.364364292537088,"none","Blautia_glucerasea","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_hansenii",0.108426744492006,-0.36,0.364364292537088,"none","Blautia_hansenii","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_luti",0.736875370806972,-0.0751,0.883638930137821,"none","Blautia_luti","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_massiliensis",0.390532870033518,-0.192,0.616743166337085,"none","Blautia_massiliensis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_obeum",0.217957265588241,-0.275,0.470072013097028,"none","Blautia_obeum","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_SGB4815",0.654158944417145,-0.1,0.836512986444933,"none","Blautia_SGB4815","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_sp_Marseille_P3087",0.50159130162695,-0.15,0.732120637223175,"none","Blautia_sp_Marseille_P3087","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_sp_MSK_20_85",0.204330247339066,-0.284,0.464971980165277,"none","Blautia_sp_MSK_20_85","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_sp_OF03_15BH",0.654158944417145,0.1,0.836512986444933,"none","Blautia_sp_OF03_15BH","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_stercoris",0.135356900102109,-0.333,0.395132768984944,"none","Blautia_stercoris","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Blautia_wexlerae",0.00573399095030712,-0.617,0.18887906046432,"none","Blautia_wexlerae","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Butyricicoccus_sp_AM29_23AC",0.135356900102109,-0.333,0.395132768984944,"none","Butyricicoccus_sp_AM29_23AC","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Butyricimonas_faecihominis",0.708905309475364,-0.0834,0.864445714929874,"none","Butyricimonas_faecihominis","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Butyricimonas_paravirosa",0.627446033321501,0.108,0.820506351266579,"none","Butyricimonas_paravirosa","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Butyricimonas_SGB15260",0.0250935081980805,-0.501,0.219758299068038,"none","Butyricimonas_SGB15260","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Butyricimonas_sp_Marseille_P3923",0.108426744492006,-0.36,0.364364292537088,"none","Butyricimonas_sp_Marseille_P3923","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Butyricimonas_virosa",0.061952788537163,-0.418,0.33561149946478,"none","Butyricimonas_virosa","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Candidatus_Cibionibacter_quicibialis",0.00194429740278923,0.693,0.127387552380872,"none","Candidatus_Cibionibacter_quicibialis","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1",0.232225592050129,-0.266,0.482828748938757,"none","Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Catenibacterium_SGB4425",0.178956113198432,-0.3,0.43829081961311,"none","Catenibacterium_SGB4425","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Christensenellaceae_bacterium_NSJ_63",0.822760401784478,-0.0501,0.904097931998913,"none","Christensenellaceae_bacterium_NSJ_63","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridia_bacterium_UC5_1_1D1",0.0303651133153991,-0.485,0.243764381893065,"none","Clostridia_bacterium_UC5_1_1D1","WuH_2017_Metformin_D60","P<=0.05"
"WuH_2017_Metformin_D60.Clostridiaceae_bacterium",0.455272809915434,-0.167,0.685280427424794,"none","Clostridiaceae_bacterium","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiaceae_bacterium_AF18_31LB",0.822760401784478,-0.0501,0.904097931998913,"none","Clostridiaceae_bacterium_AF18_31LB","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiaceae_bacterium_Marseille_Q3526",0.217957265588241,-0.275,0.470072013097028,"none","Clostridiaceae_bacterium_Marseille_Q3526","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiaceae_bacterium_Marseille_Q4143",0.94048098590044,0.0167,0.97418998181085,"none","Clostridiaceae_bacterium_Marseille_Q4143","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiaceae_bacterium_Marseille_Q4145",0.681322326150025,0.0919,0.841462189134005,"none","Clostridiaceae_bacterium_Marseille_Q4145","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiaceae_bacterium_Marseille_Q4149",0.793839045541502,-0.0584,0.899684251613702,"none","Clostridiaceae_bacterium_Marseille_Q4149","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiaceae_unclassified_SGB4771",0.970219757029658,-0.00834,0.980396887348151,"none","Clostridiaceae_unclassified_SGB4771","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiales_bacterium",0.50159130162695,0.15,0.732120637223175,"none","Clostridiales_bacterium","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiales_bacterium_KLE1615",0.765198444497188,-0.0669,0.884569401838749,"none","Clostridiales_bacterium_KLE1615","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridiales_Family_XIII_bacterium_BX16",0.145399775065086,0.326,0.411966029351076,"none","Clostridiales_Family_XIII_bacterium_BX16","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridium_butyricum",0.50159130162695,-0.15,0.732120637223175,"none","Clostridium_butyricum","WuH_2017_Metformin_D60","None"
"WuH_2017_Metformin_D60.Clostridium_fessum",0.0859238600278861,-0.385,0.364364292537088,"none","Clostridium_fessum","WuH_2017_Metformin_D60","None"
